Perfume Name,Hotness Score,Number of Categories,Img Url
Elysium Pour Homme Parfum Cologne Roja Dove (male) ~ 2017,0.8044491055473664,3,https://fimgs.net/mdimg/perfume/270x270.46296.jpg
By the Fireplace Maison Martin Margiela (unisex) ~ 2015,0.804102271625793,3,https://fimgs.net/mdimg/perfume/270x270.31623.jpg
Luna Rossa Carbon Prada (male) ~ 2017,0.8037538131834382,3,https://fimgs.net/mdimg/perfume/270x270.43402.jpg
L’Homme Ideal Guerlain (male) ~ 2014,0.8026985367462663,3,https://fimgs.net/mdimg/perfume/270x270.25780.jpg
Versace Pour Homme Dylan Blue Versace (male) ~ 2016,0.8026985367462663,3,https://fimgs.net/mdimg/perfume/270x270.40031.jpg
Eros Versace (male) ~ 2012,0.8019866103428207,3,https://fimgs.net/mdimg/perfume/270x270.16657.jpg
Drakkar Noir Guy Laroche (male) ~ 1982,0.8019866103428207,3,https://fimgs.net/mdimg/perfume/270x270.2069.jpg
Red Tobacco Mancera (unisex) ~ 2017,0.8019866103428207,3,https://fimgs.net/mdimg/perfume/270x270.46663.jpg
Pour Monsieur Chanel (male) ~ 1955,0.8016280759552441,3,https://fimgs.net/mdimg/perfume/270x270.615.jpg
Shalimar Millésime Tonka Guerlain (female) ~ 2022,0.8001687922280872,1,https://fimgs.net/mdimg/perfume/270x270.76063.jpg
The One For Men Eau de Parfum Intense Dolce&Gabbana (male) ~ 2020,0.7998128252723821,4,https://fimgs.net/mdimg/perfume/270x270.59313.jpg
Royal Oud Creed (unisex) ~ 2011,0.7994398081569202,3,https://fimgs.net/mdimg/perfume/270x270.12317.jpg
Sundowner Tauer Perfumes (unisex) ~ 2021,0.7990763697538471,5,https://fimgs.net/mdimg/perfume/270x270.70275.jpg
Gucci Guilty Absolute Gucci (male) ~ 2017,0.7990687563082826,3,https://fimgs.net/mdimg/perfume/270x270.43040.jpg
Club de Nuit Intense Man Limited Edition Parfum Armaf (male) ~ 2021,0.7990611428627179,1,https://fimgs.net/mdimg/perfume/270x270.77861.jpg
Armani Code Giorgio Armani (male) ~ 2004,0.79869584454286,3,https://fimgs.net/mdimg/perfume/270x270.412.jpg
Eros Parfum Versace (male) ~ 2021,0.7983248608436009,4,https://fimgs.net/mdimg/perfume/270x270.70090.jpg
Allure Homme Chanel (male) ~ 1999,0.7979443660176662,3,https://fimgs.net/mdimg/perfume/270x270.523.jpg
Terre d'Hermes Flacon H 2021 Eau de Toilette Hermès (male) ~ 2021,0.7975619541956754,2,https://fimgs.net/mdimg/perfume/270x270.65396.jpg
Envy for Men Gucci (male) ~ 1998,0.7964182460123833,3,https://fimgs.net/mdimg/perfume/270x270.688.jpg
Hacivat Nishane (unisex) ~ 2017,0.7960317737592068,3,https://fimgs.net/mdimg/perfume/270x270.44174.jpg
Wanted by Night Azzaro (male) ~ 2018,0.7952527536418204,3,https://fimgs.net/mdimg/perfume/270x270.49144.jpg
Pegasus Exclusif Parfums de Marly (male) ~ 2020,0.7948677765117875,5,https://fimgs.net/mdimg/perfume/270x270.63100.jpg
Enigma Pour Homme Parfum Cologne Roja Dove (male) ~ 2019,0.7940725182668892,4,https://fimgs.net/mdimg/perfume/270x270.57876.jpg
Prada Amber Pour Homme (Prada Man) Prada (male) ~ 2006,0.7940687115441069,3,https://fimgs.net/mdimg/perfume/270x270.1044.jpg
London for Men Burberry (male) ~ 2006,0.7936698058085861,3,https://fimgs.net/mdimg/perfume/270x270.804.jpg
The One for Men Dolce&Gabbana (male) ~ 2008,0.7936698058085861,3,https://fimgs.net/mdimg/perfume/270x270.2056.jpg
Boundless Amouage (unisex) ~ 2021,0.7932801697957926,6,https://fimgs.net/mdimg/perfume/270x270.66528.jpg
Whispers in the Library Maison Martin Margiela (unisex) ~ 2019,0.7924600923022561,3,https://fimgs.net/mdimg/perfume/270x270.53537.jpg
Light Blue Eau Intense Pour Homme Dolce&Gabbana (male) ~ 2017,0.7920524433840445,3,https://fimgs.net/mdimg/perfume/270x270.44035.jpg
Italica (2021) Xerjoff (unisex) ~ 2021,0.7920524433840445,3,https://fimgs.net/mdimg/perfume/270x270.65383.jpg
Jazz Club Maison Martin Margiela (male) ~ 2013,0.7908159206012326,3,https://fimgs.net/mdimg/perfume/270x270.20541.jpg
Babycat Yves Saint Laurent (unisex) ~ 2022,0.7903953299232144,2,https://fimgs.net/mdimg/perfume/270x270.73149.jpg
Ganymede Marc-Antoine Barrois (unisex) ~ 2019,0.7899876180453177,5,https://fimgs.net/mdimg/perfume/270x270.54720.jpg
Instant Crush Mancera (unisex) ~ 2019,0.7899800045997531,3,https://fimgs.net/mdimg/perfume/270x270.54885.jpg
Gucci pour Homme (2003) Gucci (male) ~ 2003,0.7891345893495064,3,https://fimgs.net/mdimg/perfume/270x270.691.jpg
Autumn Vibes Maison Martin Margiela (unisex) ~ 2021,0.788712058278407,4,https://fimgs.net/mdimg/perfume/270x270.67789.jpg
Club de Nuit Intense Man Armaf (male) ~ 2015,0.7882794564698257,3,https://fimgs.net/mdimg/perfume/270x270.34696.jpg
Bois Mystérieux Guerlain (unisex) ~ 2019,0.7878481756015304,3,https://fimgs.net/mdimg/perfume/270x270.53241.jpg
Haltane Parfums de Marly (male) ~ 2021,0.7874181866845592,4,https://fimgs.net/mdimg/perfume/270x270.70776.jpg
Heritage Eau de Toilette Guerlain (male) ~ 1992,0.7874143799617769,3,https://fimgs.net/mdimg/perfume/270x270.1880.jpg
L'Homme Yves Saint Laurent (male) ~ 2006,0.7865391258496311,3,https://fimgs.net/mdimg/perfume/270x270.734.jpg
Versace Man Eau Fraiche Versace (male) ~ 2006,0.7860976068004305,3,https://fimgs.net/mdimg/perfume/270x270.644.jpg
Azzaro pour Homme Azzaro (male) ~ 1978,0.7860976068004305,3,https://fimgs.net/mdimg/perfume/270x270.829.jpg
Paris – Édimbourg Chanel (unisex) ~ 2021,0.785214242633541,5,https://fimgs.net/mdimg/perfume/270x270.67269.jpg
Enclave Amouage (unisex) ~ 2020,0.7847647201696231,5,https://fimgs.net/mdimg/perfume/270x270.62856.jpg
Declaration Cartier (male) ~ 1998,0.7838498303402757,3,https://fimgs.net/mdimg/perfume/270x270.307.jpg
Musc Ravageur Frederic Malle (unisex) ~ 2000,0.7838498303402757,3,https://fimgs.net/mdimg/perfume/270x270.1801.jpg
Coromandel Parfum Chanel (unisex) ~ 2019,0.7838460236174933,2,https://fimgs.net/mdimg/perfume/270x270.56712.jpg
Terre d'Hermes Flacon H 2019 Eau de Toilette Hermès (male) ~ 2019,0.7829237392851109,1,https://fimgs.net/mdimg/perfume/270x270.53461.jpg
Bee Zoologist Perfumes (unisex) ~ 2019,0.780105858411826,3,https://fimgs.net/mdimg/perfume/270x270.58140.jpg
Détour Noir Al Haramain Perfumes (unisex) ~ 2021,0.7796205241734676,2,https://fimgs.net/mdimg/perfume/270x270.70748.jpg
Club de Nuit Sillage Armaf (unisex) ~ 2020,0.7791510865398308,6,https://fimgs.net/mdimg/perfume/270x270.64105.jpg
Narciso Rodriguez For Him Bleu Noir Eau De Toilette Extreme Narciso Rodriguez (male) ~ 2020,0.7791358596487016,2,https://fimgs.net/mdimg/perfume/270x270.59238.jpg
Sticky Fingers Francesca Bianchi (unisex) ~ 2020,0.7776702419542614,4,https://fimgs.net/mdimg/perfume/270x270.61631.jpg
Opus XIV – Royal Tobacco Amouage (unisex) ~ 2022,0.7766678196816099,3,https://fimgs.net/mdimg/perfume/270x270.75064.jpg
Polo Ralph Lauren (male) ~ 1978,0.7761634398416543,3,https://fimgs.net/mdimg/perfume/270x270.890.jpg
Gravitas Pour Homme Naughton & Wilson (male) ~ 2020,0.775648003663687,1,https://fimgs.net/mdimg/perfume/270x270.61015.jpg
Carlisle Parfums de Marly (unisex) ~ 2015,0.7751443041588645,3,https://fimgs.net/mdimg/perfume/270x270.33514.jpg
Chergui Serge Lutens (unisex) ~ 2001,0.7735889358408422,3,https://fimgs.net/mdimg/perfume/270x270.2762.jpg
Dior Homme 2005 Dior (male) ~ 2005,0.7730631686954548,3,https://fimgs.net/mdimg/perfume/270x270.230.jpg
Oud for Greatness Initio Parfums Prives (unisex) ~ 2018,0.7730631686954548,3,https://fimgs.net/mdimg/perfume/270x270.53641.jpg
A*Men Mugler (male) ~ 1996,0.7720003543139601,3,https://fimgs.net/mdimg/perfume/270x270.705.jpg
CH Men Prive Carolina Herrera (male) ~ 2015,0.7720003543139601,3,https://fimgs.net/mdimg/perfume/270x270.31508.jpg
Rive Gauche pour Homme Yves Saint Laurent (male) ~ 2003,0.7714631986126481,3,https://fimgs.net/mdimg/perfume/270x270.1032.jpg
The Dreamer Versace (male) ~ 2010,0.7709221362901032,3,https://fimgs.net/mdimg/perfume/270x270.59417.jpg
Valentino Uomo Valentino (male) ~ 2014,0.7709221362901032,3,https://fimgs.net/mdimg/perfume/270x270.19558.jpg
Ristretto Intense Café Montale (unisex) ~ 2019,0.7698242548286532,2,https://fimgs.net/mdimg/perfume/270x270.55001.jpg
Kouros Yves Saint Laurent (male) ~ 1981,0.7681561767782227,3,https://fimgs.net/mdimg/perfume/270x270.735.jpg
Gentleman (1974) Givenchy (male) ~ 1974,0.7675904269686643,3,https://fimgs.net/mdimg/perfume/270x270.2965.jpg
L’Homme Ideal Cologne Guerlain (male) ~ 2015,0.7670203418692572,3,https://fimgs.net/mdimg/perfume/270x270.30620.jpg
