Perfume Name,Wilson Score,Thumbs Up,Thumbs Down,Img Url
Greenley Parfums de Marly (unisex) ~ 2020,0.34431,15,14,https://fimgs.net/mdimg/perfume/270x270.62101.jpg
St. Vetyver DS&Durga (unisex) ~ 2021,0.31223,19,23,https://fimgs.net/mdimg/perfume/270x270.66230.jpg
No 2 Bergamot and Leather Spritz Zara (female) ~ 2021,0.30187,24,33,https://fimgs.net/mdimg/perfume/270x270.66905.jpg
Phtaloblue Tauer Perfumes (unisex) ~ 2020,0.31567,18,21,https://fimgs.net/mdimg/perfume/270x270.61648.jpg
Luxor Xerjoff (unisex) ~ 2020,0.31986,17,19,https://fimgs.net/mdimg/perfume/270x270.58838.jpg
Y Eau Fraiche Yves Saint Laurent (male) ~ 2020,0.33985,14,13,https://fimgs.net/mdimg/perfume/270x270.60094.jpg
Meander Amouage (unisex) ~ 2020,0.3197,15,16,https://fimgs.net/mdimg/perfume/270x270.62859.jpg
Cypress & Grapevine Cologne Intense Jo Malone London (unisex) ~ 2020,0.29375,21,29,https://fimgs.net/mdimg/perfume/270x270.61928.jpg
Vetiver Sensuel Mancera (unisex) ~ 2020,0.31386,14,15,https://fimgs.net/mdimg/perfume/270x270.61046.jpg
Cyprès Pantelleria Giorgio Armani (unisex) ~ 2021,0.34208,11,9,https://fimgs.net/mdimg/perfume/270x270.66244.jpg
Odyssey Femme White Edition Armaf (female) ~ 2020,0.34208,11,9,https://fimgs.net/mdimg/perfume/270x270.64456.jpg
Roses on Ice By Kilian (unisex) ~ 2020,0.28567,43,74,https://fimgs.net/mdimg/perfume/270x270.62616.jpg
Mixed Emotions Byredo (unisex) ~ 2021,0.28481,27,42,https://fimgs.net/mdimg/perfume/270x270.65525.jpg
Naviglio Milano Fragranze (unisex) ~ 2021,0.30232,14,16,https://fimgs.net/mdimg/perfume/270x270.68240.jpg
Milano Fragrance Du Bois (unisex) ~ 2020,0.29117,18,24,https://fimgs.net/mdimg/perfume/270x270.61947.jpg
Alluring Fig Theodoros Kalotinis (unisex) ~ 2021,0.30743,13,14,https://fimgs.net/mdimg/perfume/270x270.68196.jpg
Lazy Sunday Morning Lunar New Year Edition Maison Martin Margiela (unisex) ~ 2021,0.29117,18,24,https://fimgs.net/mdimg/perfume/270x270.64431.jpg
Fleur de Peau Multiuse Fragrance Diptyque (unisex) ~ 2020,0.39062,8,4,https://fimgs.net/mdimg/perfume/270x270.61029.jpg
Tobacco Maniac Theodoros Kalotinis (unisex) ~ 2021,0.28671,16,21,https://fimgs.net/mdimg/perfume/270x270.69137.jpg
Baklava Pearlescent Parfums (unisex) ~ 2021,0.28883,15,19,https://fimgs.net/mdimg/perfume/270x270.68363.jpg
Ameer Al Oudh Intense Oud Lattafa Perfumes (unisex) ~ 2021,0.29531,13,15,https://fimgs.net/mdimg/perfume/270x270.64947.jpg
Othoniel Rosa Diptyque (unisex) ~ 2020,0.29531,13,15,https://fimgs.net/mdimg/perfume/270x270.61622.jpg
The Library Collection Silver Oud Amouage (unisex) ~ 2021,0.31707,10,9,https://fimgs.net/mdimg/perfume/270x270.69051.jpg
Herbes Troublantes Guerlain (unisex) ~ 2021,0.28413,13,16,https://fimgs.net/mdimg/perfume/270x270.69275.jpg
Carbonara Lorenzo Pazzaglia (unisex) ~ 2020,0.27984,15,20,https://fimgs.net/mdimg/perfume/270x270.69654.jpg
Dream Sea Lorenzo Pazzaglia (unisex) ~ 2021,0.28756,12,14,https://fimgs.net/mdimg/perfume/270x270.69657.jpg
Shem Nishane (unisex) ~ 2021,0.29237,11,12,https://fimgs.net/mdimg/perfume/270x270.66277.jpg
Narcisse Taiji Atelier Materi (unisex) ~ 2021,0.29929,10,10,https://fimgs.net/mdimg/perfume/270x270.66396.jpg
2 Wood DSQUARED² (unisex) ~ 2021,0.30963,9,8,https://fimgs.net/mdimg/perfume/270x270.66174.jpg
Ambre Suprême Les Indemodables (unisex) ~ 2021,0.27025,18,27,https://fimgs.net/mdimg/perfume/270x270.70274.jpg
Salt Ellis Brooklyn (unisex) ~ 2020,0.2714,15,21,https://fimgs.net/mdimg/perfume/270x270.60584.jpg
Nuvolari Rubini (unisex) ~ 2021,0.28344,10,11,https://fimgs.net/mdimg/perfume/270x270.69356.jpg
Reliqvia Filippo Sorcinelli (unisex) ~ 2021,0.28344,10,11,https://fimgs.net/mdimg/perfume/270x270.69497.jpg
A'mmare Carthusia (unisex) ~ 2021,0.26508,12,16,https://fimgs.net/mdimg/perfume/270x270.67862.jpg
Passeggiata In Galleria Vittorio Emanuele II Trussardi (unisex) ~ 2020,0.26508,12,16,https://fimgs.net/mdimg/perfume/270x270.59827.jpg
Transilvania Calaj (unisex) ~ 2020,0.2692,10,12,https://fimgs.net/mdimg/perfume/270x270.61151.jpg
Divine Perversion Hedonik (unisex) ~ 2021,0.26508,12,16,https://fimgs.net/mdimg/perfume/270x270.69398.jpg
Terre d'Hermes Flacon H 2020 Parfum Hermès (male) ~ 2020,0.2692,10,12,https://fimgs.net/mdimg/perfume/270x270.59011.jpg
Dilema Adi Ale Van (unisex) ~ 2021,0.31267,6,4,https://fimgs.net/mdimg/perfume/270x270.68886.jpg
Vol De Nuit Eau De Toilette Guerlain (female) ~ 2021,0.31267,6,4,https://fimgs.net/mdimg/perfume/270x270.65154.jpg
Cuir de Russie Areej Le Doré (unisex) ~ 2020,0.26084,22,37,https://fimgs.net/mdimg/perfume/270x270.63105.jpg
Milk Commodity (unisex) ~ 2021,0.2579,18,29,https://fimgs.net/mdimg/perfume/270x270.69191.jpg
Vanilla Bourbon Mix:Bar (unisex) ~ 2021,0.25519,13,19,https://fimgs.net/mdimg/perfume/270x270.66235.jpg
Dream Dusk Estée Lauder (unisex) ~ 2021,0.25513,12,17,https://fimgs.net/mdimg/perfume/270x270.69705.jpg
Sunset Hour Goldfield & Banks Australia (unisex) ~ 2021,0.25519,13,19,https://fimgs.net/mdimg/perfume/270x270.70950.jpg
Bodacious Boadicea the Victorious (unisex) ~ 2021,0.25513,12,17,https://fimgs.net/mdimg/perfume/270x270.70658.jpg
Book + Commodity (unisex) ~ 2021,0.25544,11,15,https://fimgs.net/mdimg/perfume/270x270.70014.jpg
"Behold, Patchouli Gallagher Fragrances (unisex) ~ 2020",0.25544,11,15,https://fimgs.net/mdimg/perfume/270x270.63148.jpg
Checkmate Frapin (unisex) ~ 2021,0.26165,8,9,https://fimgs.net/mdimg/perfume/270x270.67271.jpg
Impossible Bouquet Eau Rose Diptyque (female) ~ 2020,0.26165,8,9,https://fimgs.net/mdimg/perfume/270x270.59804.jpg
Versace Pour Femme Dylan Turquoise Versace (female) ~ 2020,0.25634,10,13,https://fimgs.net/mdimg/perfume/270x270.62966.jpg
Bvlgari Man Terrae Essence Bvlgari (male) ~ 2021,0.37553,4,1,https://fimgs.net/mdimg/perfume/270x270.68293.jpg
Dirty Hinoki Heretic Parfums (unisex) ~ 2021,0.25,16,26,https://fimgs.net/mdimg/perfume/270x270.69481.jpg
Bourbon e Fava Tonka Mahogany (male) ~ 2021,0.24785,14,22,https://fimgs.net/mdimg/perfume/270x270.68520.jpg
Bloody Smoke Lorenzo Pazzaglia (unisex) ~ 2021,0.24515,11,16,https://fimgs.net/mdimg/perfume/270x270.69656.jpg
Midnight Jasmine Pearlescent Parfums (unisex) ~ 2021,0.24515,11,16,https://fimgs.net/mdimg/perfume/270x270.70452.jpg
Animal Mondain Pierre Guillaume Paris (unisex) ~ 2020,0.24559,8,10,https://fimgs.net/mdimg/perfume/270x270.63172.jpg
Infinite Sky Estée Lauder (unisex) ~ 2021,0.24559,8,10,https://fimgs.net/mdimg/perfume/270x270.69702.jpg
Eau de Jasmin Rouge Tom Ford (female) ~ 2021,0.24785,14,22,https://fimgs.net/mdimg/perfume/270x270.66369.jpg
Dancing With Strangers 4160 Tuesdays Tessa Williams (unisex) ~ 2021,0.25378,6,6,https://fimgs.net/mdimg/perfume/270x270.69862.jpg
Oud Tobacco Montale (unisex) ~ 2020,0.24809,7,8,https://fimgs.net/mdimg/perfume/270x270.61494.jpg
Soul Of My Soul Etat Libre d'Orange (unisex) ~ 2020,0.24559,8,10,https://fimgs.net/mdimg/perfume/270x270.61989.jpg
.U.M.B.R.E. Adi Ale Van (unisex) ~ 2021,0.26665,5,4,https://fimgs.net/mdimg/perfume/270x270.70787.jpg
Chanel No 5 Eau de Parfum 100th Anniversary – Ask For The Moon Limited Edition Chanel (female) ~ 2021,0.29999,4,2,https://fimgs.net/mdimg/perfume/270x270.69910.jpg
Poudre de Musc Intense Nicolai Parfumeur Createur (unisex) ~ 2021,0.29999,4,2,https://fimgs.net/mdimg/perfume/270x270.68610.jpg
Iris Empire Carolina Herrera (unisex) ~ 2020,0.24801,19,33,https://fimgs.net/mdimg/perfume/270x270.62790.jpg
Amethyst Haze Carolina Herrera (unisex) ~ 2021,0.23403,10,15,https://fimgs.net/mdimg/perfume/270x270.67490.jpg
4711 Magnolia Eau de Cologne 4711 (female) ~ 2020,0.23733,12,19,https://fimgs.net/mdimg/perfume/270x270.62482.jpg
Basilica Milano Fragranze (unisex) ~ 2021,0.23142,8,11,https://fimgs.net/mdimg/perfume/270x270.68245.jpg
Osmanthe Kodoshan Maison Crivelli (unisex) ~ 2021,0.23142,8,11,https://fimgs.net/mdimg/perfume/270x270.67416.jpg
Zaharoff Signature Tabac Zaharoff (unisex) ~ 2021,0.23098,7,9,https://fimgs.net/mdimg/perfume/270x270.70949.jpg
Des Clous Pour Une Pelure Serge Lutens (unisex) ~ 2020,0.23256,9,13,https://fimgs.net/mdimg/perfume/270x270.59873.jpg
Bois Impérial Essential Parfums (unisex) ~ 2020,0.23142,8,11,https://fimgs.net/mdimg/perfume/270x270.64338.jpg
Lèche-Flamme Jousset Parfums (unisex) ~ 2021,0.23659,5,5,https://fimgs.net/mdimg/perfume/270x270.65645.jpg
Vetiver Hiram Green (unisex) ~ 2021,0.25045,4,3,https://fimgs.net/mdimg/perfume/270x270.67698.jpg
Peut-Être Lancôme (unisex) ~ 2020,0.25045,4,3,https://fimgs.net/mdimg/perfume/270x270.60042.jpg
Tabac Doré Bortnikoff (unisex) ~ 2021,0.25045,4,3,https://fimgs.net/mdimg/perfume/270x270.67747.jpg
Adam & Eve's Dress Lorenzo Pazzaglia (unisex) ~ 2020,0.22688,11,18,https://fimgs.net/mdimg/perfume/270x270.69655.jpg
Venise Diptyque (unisex) ~ 2021,0.21381,6,8,https://fimgs.net/mdimg/perfume/270x270.69015.jpg
Dragonfly Edition 2021 Zoologist Perfumes (unisex) ~ 2021,0.22688,11,18,https://fimgs.net/mdimg/perfume/270x270.67999.jpg
Mystique Shimmer Michael Kors (female) ~ 2020,0.21271,5,6,https://fimgs.net/mdimg/perfume/270x270.62282.jpg
Violeta Granado (unisex) ~ 2020,0.21271,5,6,https://fimgs.net/mdimg/perfume/270x270.60204.jpg
Rouge Sarây Atelier des Ors (unisex) ~ 2020,0.21271,5,6,https://fimgs.net/mdimg/perfume/270x270.60821.jpg
Black Incense Malaki Chopard (unisex) ~ 2020,0.21521,4,4,https://fimgs.net/mdimg/perfume/270x270.61770.jpg
L'Heure Verte By Kilian (unisex) ~ 2021,0.21271,5,6,https://fimgs.net/mdimg/perfume/270x270.68324.jpg
Kajal Homme II Kajal (male) ~ 2021,0.20751,8,13,https://fimgs.net/mdimg/perfume/270x270.65409.jpg
Paradise Moon Estée Lauder (unisex) ~ 2021,0.19824,6,9,https://fimgs.net/mdimg/perfume/270x270.69704.jpg
California Dream Louis Vuitton (unisex) ~ 2020,0.21159,9,15,https://fimgs.net/mdimg/perfume/270x270.60388.jpg
Loubidoo Christian Louboutin (female) ~ 2020,0.19824,6,9,https://fimgs.net/mdimg/perfume/270x270.63437.jpg
Atlantide Tiziana Terenzi (unisex) ~ 2020,0.19824,6,9,https://fimgs.net/mdimg/perfume/270x270.61874.jpg
